State,City,Name,Language,Time(IST),Area,Price,Capacity,Booked
UttarPradesh,Bareilly,PvrPhoenixUnitedBareilly,Japanese,10:30,Recliner,250₹,14,4
UttarPradesh,Bareilly,PvrPhoenixUnitedBareilly,Japanese,10:30,Classic,112₹,96,0
UttarPradesh,Bareilly,PvrPhoenixUnitedBareilly,Japanese,10:30,Prime,112₹,112,53
TamilNadu,Chennai,MayajaalMultiplexEcrChennai,Japanese,12:30,FirstClass,211.46₹,134,27
Maharashtra,Pune,InoxMegaplexPhoenixMallOfTheMillennium,Japanese,12:40,Prime,170₹,142,64
Maharashtra,Pune,InoxMegaplexPhoenixMallOfTheMillennium,Japanese,12:40,Classic,150₹,22,0
Karnataka,Bengaluru,PvrNexusFormerlyForumKoramangala,Japanese,13:35,Prime,280₹,32,14
Karnataka,Bengaluru,PvrNexusFormerlyForumKoramangala,Japanese,13:35,Classic,250₹,71,28
TamilNadu,Chennai,PvrVrChennaiAnnaNagar,Japanese,13:55,Classic,66.3₹,24,24
TamilNadu,Chennai,PvrVrChennaiAnnaNagar,Japanese,13:55,Prime,169₹,112,98
Telangana,Hyderabad,PvrNextGalleriaMallPanjagutta,Japanese,14:30,Classic,149₹,54,53
Karnataka,Bengaluru,CinepolisNexusShantiniketanBengaluru,Japanese,15:15,Normal,150₹,69,49
Karnataka,Bengaluru,CinepolisNexusShantiniketanBengaluru,Japanese,15:15,DoubleSofa,250₹,24,18
Karnataka,Bengaluru,CinepolisNexusShantiniketanBengaluru,Japanese,15:15,Lounger,250₹,9,4
Karnataka,Bengaluru,CinepolisNexusShantiniketanBengaluru,Japanese,15:15,SingleSofa,250₹,6,4
Karnataka,Bengaluru,PvrVegaCityBannerghattaRoad,Japanese,17:05,Classic,150₹,77,49
Ncr,GurugramGurgaon,LegendCinemaLoungesMallFiftyOneGurgaon,English,20:30,BedloungerSuperior,800₹,15,0
Ncr,GurugramGurgaon,LegendCinemaLoungesMallFiftyOneGurgaon,English,20:30,BedLounger,700₹,21,0
